"TSE number","names"
"83640","清水銀行 | THE SHIMIZU BANK,LTD. | シミズギンコウ"
"83680","百五銀行 | The Hyakugo Bank, Ltd. | ヒャクゴギンコウ"
"83660","滋賀銀行 | THE SHIGA BANK,LTD. | シガギンコウ"
"83670","南都銀行 | The Nanto Bank,Ltd. | ナントギンコウ"
"83700","紀陽銀行 | The Kiyo Bank, Ltd. | キヨウギンコウ"
"83830","鳥取銀行 | THE TOTTORIBANK,LTD. | カブシキカイシャ　トットリギンコウ"
"83810","山陰合同銀行 | The San-in Godo Bank,Ltd. | サンインゴウドウギンコウ"
"83880","阿波銀行 | The Awa Bank,Ltd. | アワギンコウ"
"83860","百十四銀行 | The Hyakujushi Bank,Ltd. | ヒャクジュウシギンコウ"
"83870","四国銀行 | The Shikoku Bank, Ltd. | シコクギンコウ"
"83980","筑邦銀行 | The Chikuho Bank , Ltd. | チクホウギンコウ"
"83920","大分銀行 | THE OITA BANK, LTD. | オオイタギンコウ"
"83930","宮崎銀行 | The Miyazaki Bank,Ltd. | ミヤザキギンコウ"
"83950","佐賀銀行 | THE BANK OF SAGA LTD. | サガギンコウ"
"83990","琉球銀行 | Bank of The Ryukyus,Limited | リュウキュウギンコウ"
"83060","三菱ＵＦＪフィナンシャル・グループ | Mitsubishi UFJ Financial Group, | カブシキガイシヤミツビシユーエフジエイフイナンシヤルグループ"
"83080","りそなホールディングス | Resona Holdings, | リソナホールディングス"
"83090","三井住友トラスト・ホールディングス | Sumitomo Mitsui Trust Holdings, | ミツイスミトモトラストホールディングス"
"83160","三井住友フィナンシャルグループ | Sumitomo Mitsui Financial Group, | ミツイスミトモフィナンシャルグループ"
"84110","みずほフィナンシャルグループ | Mizuho Financial Group, | ミズホフィナンシャルグループ"
"83770","ほくほくフィナンシャルグループ | Hokuhoku Financial Group, | ホクホクフィナンシャルグループ"
"58380","楽天銀行 | Rakuten Bank, Ltd. | ラクテンギンコウ"
"84180","山口フィナンシャルグループ | Yamaguchi Finacial Group, | ヤマグチフィナンシャルグループ"
"84100","セブン銀行 | Seven Bank, Ltd. | セブンギンコウ"
"83540","ふくおかフィナンシャルグループ | Fukuoka Financial Group, | フクオカフィナンシャルグループ"
"85240","北洋銀行 | North Pacific Bank,Ltd. | ホクヨウギンコウ"
"85510","北日本銀行 | The Kita-Nippon Bank,Ltd. | キタニッポンギンコウ"
"85620","福島銀行 | THE FUKUSHIMA BANK, LTD. | フクシマギンコウ"
"85500","栃木銀行 | THE TOCHIGI BANK, LTD. | トチギギンコウ"
"85580","東和銀行 | THE TOWA BANK,LTD. | トウワギンコウ"
"85440","京葉銀行 | The Keiyo Bank, Ltd. | ケイヨウギンコウ"
"85370","大光銀行 | THE TAIKO BANK,LTD. | タイコウギンコウ"
"71840","富山第一銀行 | THE FIRST BANK OF TOYAMA, LTD. | トヤマダイイチギンコウ"
"85220","名古屋銀行 | The Bank of Nagoya, Ltd. | ナゴヤギンコウ"
"85410","愛媛銀行 | The Ehime Bank, Ltd. | エヒメギンコウ"
"84160","高知銀行 | THE BANK OF KOCHI,LTD | コウチギンコウ"
"85600","宮崎太陽銀行 | The Miyazaki Taiyo Bank,Ltd. | ミヤザキタイヨウギンコウ"
"85540","南日本銀行 | The Minami-Nippon Bank,Ltd. | ミナミニッポンギンコウ"
"85590","豊和銀行 | THE HOWA BANK,LTD. | ホウワギンコウ"
"85630","大東銀行 | THE DAITO BANK, LTD. | ダイトウギンコウ"
"85420","トマト銀行 | TOMATO BANK,LTD. | トマトギンコウ"
"71500","島根銀行 | THE SHIMANE BANK,LTD. | シマネギンコウ"
"85110","日本証券金融 | Japan Securities Finance | ニホンショウケンキンユウ"
"85720","アコム | ACOM | アコム"
"85180","日本アジア投資 | Japan Asia Investment Company, Limited | ニホンアジアトウシ"
"87470","豊トラスティ証券 | YUTAKA TRUSTY SECURITIES | ユタカトラスティショウケン"
"87460","ＵＮＢＡＮＫＥＤ | UNBANKED, | アンバンク"
"85150","アイフル | AIFUL | アイフル"
"87420","小林洋行 | KOBAYASHI YOKO | カブシキカイシャコバヤシヨウコウ"
"85080","Ｊトラスト | J Trust | ジェイトラスト"
"84620","フューチャーベンチャーキャピタル | Future Venture Capital | フューチャーベンチャーキャピタル"
"84210","信金中央金庫 | Shinkin Central Bank | シンキンチュウオウキンコ"
"87370","あかつき本社 | Akatsuki Corp. | アカツキホンシャ"
"87050","日産証券グループ | Nissan Securities Group | ニッサンショウケングループ"
"87830","ＧＦＡ | GFA | ジーエフエー"
"21340","北浜キャピタルパートナーズ | Kitahama Capital Partners | キタハマキャピタルパートナーズ"
"87720","アサックス | ASAX | アサックス"
"87320","マネーパートナーズグループ | MONEY PARTNERS GROUP CO,.LTD. | マネーパートナーズグループ"
"86040","野村ホールディングス | Nomura Holdings, | ノムラホールディングス"
"86010","大和証券グループ本社 | Daiwa Securities Group | ダイワショウケングループホンシャ"
"86090","岡三証券グループ | OKASAN SECURITIES GROUP | オカサンショウケングループ"
"86130","丸三証券 | Marusan Securities | マルサンショウケン"
"86220","水戸証券 | Mito Securities | ミトショウケン"
"87080","アイザワ証券グループ | AIZAWA SECURITIES GROUP | アイザワショウケングループ"
"86160","東海東京フィナンシャル・ホールディングス | Tokai Tokyo Financial Holdings, | トウカイトウキョウフィナンシャルホールディングス"
"86140","東洋証券 | TOYO SECURITIES | トウヨウショウケン"
"86990","ＨＳホールディングス | HS Holdings | エイチエスホールディングス"
"86240","いちよし証券 | Ichiyoshi Securities | イチヨシショウケン"
"87060","極東証券 | KYOKUTO SECURITIES | キョクトウショウケンカブシキカイシャ"
"87070","岩井コスモホールディングス | IwaiCosmo Holdings, | イワイコスモホールディングス"
"87000","丸八証券 | Maruhachi Securities | マルハチショウケン"
"86170","光世証券 | The Kosei Securities Co.,Ltd | コウセイショウケン"
"37720","ウェルス・マネジメント | Wealth Management, | ウェルスマネジメント"
"86280","松井証券 | MATSUI SECURITIES | マツイショウケン"
"86970","日本取引所グループ | Japan Exchange Group, | ニッポントリヒキジョグループ"
"86980","マネックスグループ | Monex Group, | マネックスグループ"
"87040","トレイダーズホールディングス | Traders Holdings | トレイダーズホールディングス"
"87660","東京海上ホールディングス | Tokio Marine Holdings, | トウキョウカイジョウホールディングス"
"87950","Ｔ＆Ｄホールディングス | T&D Holdings, | ティアンドディホールディングス"
"87250","ＭＳ＆ＡＤインシュアランスグループホールディングス | MS&AD Insurance Group Holdings, | エムエスアンドエイディーインシュアランスグループホールディングス"
"88010","三井不動産 | Mitsui Fudosan | ミツイフドウサン"
"88020","三菱地所 | Mitsubishi Estate Company, Limited | ミツビシジショ"
"88030","平和不動産 | HEIWA REAL ESTATE | ヘイワフドウサン"
"88040","東京建物 | Tokyo Tatemono | トウキョウタテモノ"
"97060","日本空港ビルデング | Japan Airport Terminal | ニホンクウコウビルデング"
"88180","京阪神ビルディング | Keihanshin Building | ケイハンシンビルディング"
"88300","住友不動産 | Sumitomo Realty & Development | スミトモフドウサン"
"88440","コスモスイニシア | COSMOS INITIA | コスモスイニシア"
"88480","レオパレス２１ | LEOPALACE21 | レオパレスニジュウイチ"
"88500","スターツ | starts | スターツ"
"88600","フジ住宅 | FUJI  LIMITED | フジジュウタク"
"88640","空港施設 | AIRPORT FACILITIES | クウコウシセツ"
"88690","明和地所 | Meiwa Estate Company Limited | メイワジショ"
"46810","リゾートトラスト | RESORTTRUST, | リゾートトラスト"
"88710","ゴールドクレスト | GOLDCREST | ゴールドクレスト"
"88770","エスリード | ESLEAD | エスリード"
"88810","日神グループホールディングス | NISSHIN GROUP HOLDINGS | ニッシングループホールディングス"
"88860","ウッドフレンズ | WOOD FRIENDS CO.,Ltd. | ウッドフレンズ"
"88870","クミカ | CUMICA | カブシキカイシャクミカ"
"88910","ＡＭＧホールディングス | AMG HOLDINGS | エーエムジーホールディングス"
"88920","日本エスコン | ES-CON JAPAN Ltd. | ニホンエスコン"
"88940","ＲＥＶＯＬＵＴＩＯＮ | REVOLUTION | レボリューション"
"88970","ＭＩＲＡＲＴＨホールディングス | MIRARTH HOLDINGS, | ミラースホールディングス"
"89050","イオンモール | AEON Mall | イオンモール"
"89120","エリアクエスト | Area Quest | エリアクエスト"
"89140","エリアリンク | Arealink | エリアリンク"
"89170","ファースト住建 | First Juken | ファーストジュウケンカブシキカイシャ"
"89180","ランド | LAND | ランド"
"89200","東　祥 | TOSHO | トウショウ"
"89230","トーセイ | TOSEI | トーセイ"
"89270","明豊エンタープライズ | MEIHO ENTERPRISE | メイホウエンタープライズ"
"89280","穴吹興産 | ANABUKI KOSAN | アナブキコウサンカブシキカイシャ"
"89310","和田興産 | WADAKOHSAN | ワダコウサン"
"89340","サンフロンティア不動産 | Sun Frontier Fudousan | サンフロンティアフドウサン"
"89350","ＦＪネクストホールディングス | FJ NEXT HOLDINGS | エフジェーネクストホールディングス"
"89380","グローム・ホールディングス | GLOME Holdings, | グロームホールディングス"
"89400","インテリックス | INTELLEX | インテリックス"
"89440","ランドビジネス | LAND BUSINESS | ランドビジネス"
"89460","ＡＳＩＡＮ　ＳＴＡＲ | ASIAN STAR CO. | エイシアンスター"
"89990","グランディハウス | Grandy House | グランディハウス"
"32540","プレサンス | PRESSANCE | プレサンス"
"89960","ハウスフリーダム | Housefreedom | ハウスフリーダム"
"89950","誠建設工業 | makoto construction co,ltd | マコトケンセツコウギョウ"
"32310","野村不動産ホールディングス | Nomura Real Estate Holdings, | ノムラフドウサンホールディングス"
"32360","プロパスト | PROPERST | プロパスト"
"32380","セントラル総合開発 | CENTRAL GENERAL DEVELOPMENT | セントラルソウゴウカイハツ"
"32410","ウィル | WILL, | ウィル"
"32420","アーバネット | URBANET | アーバネット"
"32450","ディア・ライフ | ディアライフ"
"32460","コーセーアールイー | KOSE R.E. | コーセーアールイー"
"32480","アールエイジ | EARLY AGE CO., Ltd. | アールエイジ"
"32600","エスポア | ESPOIR | エスポア"
"90070","小田急電鉄 | Odakyu Electric Railway Co.,Ltd | オダキュウデンテツ"
"90060","京浜急行電鉄 | Keikyu | ケイヒンキュウコウデンテツ"
"90050","東急 | TOKYU | トウキュウ"
"90090","京成電鉄 | ケイセイデンテツ"
"90080","京王電鉄 | Keio | ケイオウデンテツ"
"90100","富士急行 | FUJI KYUKO | フジキュウコウ"
"90010","東武鉄道 | TOBU RAILWAY | トウブテツドウカブシキカイシャ"
"90030","相鉄ホールディングス | Sotetsu Holdings, | ソウテツホールディングス"
"90480","名古屋鉄道 | ナゴヤテツドウ"
"90410","近鉄グループホールディングス | キンテツグループホールディングス"
"90420","阪急阪神ホールディングス | Hankyu Hanshin Holdings, | ハンキュウハンシンホールディングス"
"90450","京阪ホールディングス | Keihan Holdings | ケイハンホールディングス"
"90440","南海電気鉄道 | ナンカイデンキテツドウ"
"90490","京福電気鉄道 | Keifuku Electric Railroad | ケイフクデンキテツドウ"
"90460","神戸電鉄 | Kobe Electric Railway | コウベデンテツカブシキカイシャ"
"90310","西日本鉄道 | Nishi-Nippon Railroad | ニシニッポンテツドウ"
"90330","広島電鉄 | Hiroshima Electric Railway | ヒロシマデンテツ"
"90520","山陽電気鉄道 | Sanyo Electric Railway | サンヨウデンキテツドウ"
"90120","秩父鉄道 | チチブテツドウ"
"90200","東日本旅客鉄道 | East Japan Railway Company | ヒガシニホンリョカクテツドウカブシキカイシャ"
"90210","西日本旅客鉄道 | West Japan Railway Company | ニシニホンリョカクテツドウ"
"90220","東海旅客鉄道 | Central Japan Railway Company | トウカイリョカクテツドウ"
"90240","西武ホールディングス | SEIBU HOLDINGS | セイブホールディングス"
"90170","新潟交通 | NiigataKotsu | ニイガタコウツウ"
"90810","神奈川中央交通 | Kanagawa Chuo Kotsu | カナガワチュウオウコウツウ"
"90820","大和自動車交通 | Daiwa Motor Transportation Co.,Ltd | ダイワジドウシャコウツウカブシキカイシャ"
"90830","神姫バス | Shinki Bus | シンキバス"
"90850","北海道中央バス | ホッカイドウチュウオウバス"
"90680","丸全昭和運輸 | Maruzen Showa Unyu Co,.Ltd. | マルゼンショウワウンユ"
"90690","センコーグループホールディングス | SENKO Group Holdings | センコーグループホールディングス"
"90670","丸運 | MARUWN | マルウン"
"90700","トナミホールディングス | Tonami Holdings | トナミホールディングス"
"90640","ヤマトホールディングス | YAMATO HOLDINGS | ヤマトホールディングス"
"90720","ニッコンホールディングス | NIKKON Holdings | ニッコンホールディングスカブシキガイシヤ"
"90590","カンダホールディングス | Kanda Holdings Co.,Ltd | カンダホールディングス"
"90630","岡山県貨物運送 | Okayamaken Freight Transportation Co.,Ltd | オカヤマケンカモツウンソウ"
"90730","京極運輸商事 | Kyogoku unyu shoji | キョウゴクウンユショウジ"
"90760","セイノーホールディングス | SEINO HOLDINGS | セイノーホールディングス"
"90780","エスライングループ本社 | S LINE GROUP | エスライングループホンシャ"
"90600","日本ロジテム | JAPAN LOGISTIC SYSTEMS CORP. | ニホンロジテム"
"90580","トランコム | TRANCOM | トランコム"
"90570","遠州トラック | ENSHU TRUCK | エンシュウトラック"
"90550","アルプス物流 | ALPS LOGISTICS | アルプスブツリュウ"
"93690","キユーソー流通システム | K.R.S. | キユーソーリュウツウシステム"
"90510","センコン物流 | SENKON LOGISTICS | センコンブツリュウ"
"90400","大宝運輸 | Taiho Transportation Co., Ltd | タイホウウンユ"
"90390","サカイ引越センター | Sakai Moving Service | サカイヒッコシセンター"
"90370","ハマキョウレックス | HAMAKYOREX | ハマキョウレックス"
"90360","東部ネットワーク | TOHBU NETWORK | トウブネットワーク"
"90350","第一交通産業 | DAIICHI KOUTSU SANGYO | ダイイチコウツウサンギョウ"
"90340","南総通運 | NANSO Transport | ナンソウツウン"
"23840","ＳＢＳホールディングス | SBS Holdings, | エスビーエスホールディングス"
"90290","ヒガシトゥエンティワン | HIGASHI TWENTY ONE | カブシキガイシヤヒガシトウエンテイワン"
"90280","ゼロ | ZERO | ゼロ"
"90270","ロジネットジャパン | LOGINET JAPAN | ロジネットジャパン"
"32320","三重交通グループホールディングス | Mie Kotsu Group Holdings, | ミエコウツウグループホールディングス"
"91010","日本郵船 | ニッポンユウセンカブシキカイシャ"
"91040","商船三井 | Mitsui O.S.K. Lines, Ltd. | ショウセンミツイ"
"91070","川崎汽船 | Kawasaki Kisen Kaisha, Ltd. | カワサキキセンカブシキカイシャ"
"91100","ＮＳユナイテッド海運 | NS UNITED KAIUN KAISHA, LTD. | エヌエスユナイテッドカイウン"
"91150","明海グループ | MEIJI SHIPPING GROUP | メイカイグループ"
"91190","飯野海運 | IINO KAIUN KAISHA, LTD. | イイノカイウン"
"91270","玉井商船 | TAMAI STEAMSHIP | タマイショウセン"
"93630","大運 | DAIUN | ダイウン"
"91300","共栄タンカー | KYOEI TANKER | キョウエイタンカー"
"91710","栗林商船 | kuribayashi steamship | クリバヤシショウセン"
"91730","東海汽船 | Tokai Kisen | トウカイキセン"
"92010","日本航空 | Japan Airlines | ニホンコウクウ"
"92020","ＡＮＡホールディングス | ANA HOLDINGS | エーエヌエーホールディングス"
"92330","アジア航測 | Asia Air Survey | アジアコウソク"
"93010","三菱倉庫 | Mitsubishi Logistics | ミツビシソウコ"
"93020","三井倉庫ホールディングス | MITSUI-SOKO HOLDINGS | ミツイソウコホールディングスカブシキカイシャ"
"93030","住友倉庫 | The Sumitomo Warehouse | スミトモソウコ"
"93040","澁澤倉庫 | The Shibusawa Warehouse | シブサワソウコ"
"93060","東陽倉庫 | Toyo Logistics | トウヨウソウコ"
"93080","乾汽船 | Inui Global Logistics | イヌイキセン"
"93100","日本トランスシティ | Japan Transcity | ニホントランスシティ"
"93240","安田倉庫 | Yasuda Logistics | ヤスダソウコ"
"93050","ヤマタネ | Yamatane | ヤマタネ"
"93120","ケイヒン | THE KEIHIN | ケイヒン"
"93070","杉村倉庫 | sugimura warehouse | スギムラソウコ"
"93130","丸八倉庫 | Maruhachi Warehouse Company , Limited | マルハチソウコ"
"93190","中央倉庫 | チュウオウソウコ"
"93220","川西倉庫 | KAWANISHI WAREHOUSE | カワニシソウコ"
"90660","日新 | NISSIN | ニッシン"
"93510","東洋埠頭 | TOYO WHARF & WAREHOUSE | トウヨウフトウ"
"93530","櫻島埠頭 | SAKURAJIMA FUTO KAISHA,LTD. | サクラジマフトウ"
"93110","アサガミ | ASAGAMI COPORATION | アサガミカブシキガイシヤ"
"90650","山九 | SANKYU | サンキュウ"
"93550","リンコー | RINKO | リンコー"
"90740","日本石油輸送 | Japan Oil Transportation | ニホンセキユユソウ"
"93570","名港海運 | MEIKO TRANS | メイコウカイウン"
"93800","東海運 | Azuma Shipping | アヅマカイウン"
"93590","伊勢湾海運 | ISEWAN TERMINAL SERVICE | イセワンカイウン"
"80970","三愛オブリ | SAN-AI OBBLI CO.,LTD | サンアイオブリ"
"90750","福山通運 | FUKUYAMA TRANSPORTING | フクヤマツウウン"
"91930","東京汽船 | Tokyo Kisen | トウキョウキセン"
"93600","鈴与シンワート | SUZUYO SHINWART | スズヨシンワート"
"93610","伏木海陸運送 | Fushiki Kairiku Unso | フシキカイリクウンソウカブシキカイシャ"
"92320","パスコ | PASCO | カブシキカイシャパスコ"
"90250","鴻池運輸 | Konoike Transport | コウノイケウンユ"
"93620","兵機海運 | HYOKI KAIUN KAISHA,LTD. | ヒョウキカイウンカブシキカイシャ"
"93640","上組 | Kamigumi  Co.,  Ltd. | カミグミ"
"93650","トレーディア | TRADIA | トレーディア"
"97260","ＫＮＴ－ＣＴホールディングス | KNT-CT Holdings | ケイエヌティーシーティーホールディングス"
"93660","サンリツ | SANRITSU | サンリツ"
"90870","タカセ | TAKASE | タカセ"
"93670","大東港運 | DAITO KOUN | ダイトウコウウン"
"93680","キムラユニティー | KIMURA UNITY | キムラユニティー"
"96030","エイチ・アイ・エス | H.I.S. | エイチアイエス"
"93760","ユーラシア旅行社 | EURASIA TRAVEL Co.,Ltd | ユーラシアリョコウシャ"
"93770","エージーピー | AGP | エージーピー"
"93810","エーアイテイー | AIT | エーアイティー"
"94010","ＴＢＳホールディングス | TBS HOLDINGS, | テイビーエスホールディングス"
"94020","中部日本放送 | CHUBU-NIPPON BROADCASTING | チュウブニッポンホウソウ"
"94050","朝日放送グループホールディングス | ASAHI BROADCASTING GROUP HOLDINGS | アサヒホウソウグループホールディングス"
"94070","ＲＫＢ毎日ホールディングス | RKB MAINICHI  HOLDINGS | アールケービーマイニチホールディングス"
"94080","ＢＳＮメディアホールディングス | BSN MEDIA HOLDINGS, | ビーエスエヌメディアホールディングス"
"94040","日本テレビホールディングス | Nippon Television Holdings, | ニホンテレビホールディングス"
"94090","テレビ朝日ホールディングス | TV Asahi Holdings | テレビアサヒホールディングス"
"94330","ＫＤＤＩ | KDDI | ケイディーディーアイ"
"94340","ソフトバンク | ソフトバンク"
"48390","ＷＯＷＯＷ | WOWOW | ワウワウ"
"94320","日本電信電話 | NIPPON TELEGRAPH AND TELEPHONE | ニッポンデンシンデンワ"
"94360","沖縄セルラー電話 | OKINAWA CELLULAR TELEPHONE COMPANY | オキナワセルラーデンワ"
"46760","フジ・メディア・ホールディングス | FUJI MEDIA HOLDINGS, | フジメディアホールディングス"
"94240","日本通信 | Japan Communications | ニホンツウシン"
"94450","フォーバルテレコム | FORVALTELECOM, | フォーバルテレコム"
"48380","スペースシャワーＳＫＩＹＡＫＩホールディングス | SPACE SHOWER SKIYAKI HOLDINGS | スペースシャワースキヤキホールディングス"
"38340","朝日ネット | ASAHI Net, | アサヒネット"
"94120","スカパーＪＳＡＴホールディングス | SKYPerfect JSAT Holdings | スカパージェイサットホールディングス"
"95010","東京電力ホールディングス | Tokyo Electric Power Company Holdings, Incorporated | トウキョウデンリョクホールディングス"
"95030","関西電力 | The Kansai Electric Power Company, Incorporated | カンサイデンリョク"
"95090","北海道電力 | Hokkaido Electric Power Company, Incorporated | ホッカイドウデンリョク"
"95060","東北電力 | Tohoku Electric Power Company,Incorporated | トウホクデンリョク"
"95020","中部電力 | Chubu Electric Power Company,Incorporated | チュウブデンリョク"
"95050","北陸電力 | Hokuriku Electric Power Company | ホクリクデンリョク"
"95040","中国電力 | The Chugoku Electric Power Company, Incorporated | チュウゴクデンリョク"
"95070","四国電力 | Shikoku Electric Power Company, Incorporated | シコクデンリョクカブシキカイシャ"
"95080","九州電力 | Kyushu Electric Power Company, Incorporated | キュウシュウデンリョク"
"95110","沖縄電力 | The Okinawa Electric Power Company, Incorporated | オキナワデンリョク"
"95130","電源開発 | Electric Power Development | デンゲンカイハツ"
"95340","北海道瓦斯 | HOKKAIDO GAS | ホッカイドウガス"
"95310","東京瓦斯 | TOKYO GAS | トウキョガス"
"95390","京葉瓦斯 | KEIYO GAS | ケイヨウガス"
"95430","静岡ガス | SHIZUOKA GAS | シズオカガス"
"95330","東邦瓦斯 | TOHO GAS | トウホウガス"
"95370","北陸瓦斯 | ホクリクガス"
"95320","大阪瓦斯 | OSAKA GAS | オオサカガス"
"95350","広島ガス | ヒロシマガス"
"95360","西部ガスホールディングス | サイブガスホールディングス"
"97010","東京會舘 | Tokyo Kaikan | トウキョウカイカン"
"97040","アゴーラホスピタリティーグループ | AGORA Hospitality Group | アゴーラホスピタリティーグループ"
"97080","帝国ホテル | Imperial Hotel, Ltd. | テイコクホテル"
"97130","ロイヤルホテル | THE ROYAL HOTEL,LIMITED | カブシキカイシャロイヤルホテル"
"97230","京都ホテル | THE KYOTO HOTEL, LTD. | キョウトホテル"
"97220","藤田観光 | FUJITA KANKO | フジタカンコウ"
"97200","ホテル、ニューグランド | HOTEL NEW GRAND CO.,LTD | ホテルニューグランド"
"96010","松竹 | Shochiku Co;Ltd. | ショウチク"
"96020","東宝 | TOHO | トウホウ"
"96050","東映 | TOEI COMPANY,LTD. | トウエイ"
"96330","東京テアトル | Tokyo Theatres Company, Incorporated | トウキョウテアトルカブシキカイシャ"
"96350","武蔵野興業 | ムサシノコウギョウ"
"96360","きんえい | Kin-Ei Corp. | キンエイ"
"96430","中日本興業 | Nakanihon KOGYO CO.,Ltd. | ナカニホンコウギョウ"
"96320","スバル興業 | Subaru Enterprise | スバルコウギョウ"
"96720","東京都競馬 | トウキョウトケイバ"
"96610","歌舞伎座 | カブキザ"
"96640","御園座 | ミソノザ"
"96790","ホウライ | HORAI | ホウライ"
"96560","グリーンランドリゾート | greenland resort company limited | グリーンランドリゾート"
"46500","ＳＤエンターテイメント | SD ENTERTAINMENT, | エスディーエンターテイメント"
"46610","オリエンタルランド | ORIENTAL LAND | オリエンタルランド"
"46800","ラウンドワン | ROUND ONE | ラウンドワン"
"23400","極楽湯ホールディングス | GOKURAKUYU HOLDINGS | ゴクラクユホールディングス"
"21570","コシダカホールディングス | KOSHIDAKA HOLDINGS | コシダカホールディングス"
"97310","白洋舍 | ハクヨウシャ"
"43240","電通グループ | DENTSU GROUP | デンツウグループ"
"85910","オリックス | ORIX | オリックス"
"97650","オオバ | OHBA | カブシキカイシャオオバ"
"85840","ジャックス | JACCS | ジャックス"
"97350","セコム | SECOM | セコム"
"85850","オリエント | Orient | オリエント"
"97630","丸紅建材リース | Marubeni Construction Material Lease | マルベニケンザイリース"
"81790","ロイヤルホールディングス | ROYAL HOLDINGS | ロイヤルホールディングス"
"81810","東天紅 | Totenko | トウテンコウ"
"85930","三菱ＨＣキャピタル | Mitsubishi HC Capital | ミツビシエイチシーキャピタル"
"97680","いであ | IDEA Consultants. | イデア"
"97690","学究社 | GAKKYUSHA | ガッキュウシャ"
"97400","セントラル警備保障 | CENTRAL SECURITY PATROLS | セントラルケイビホショウ"
"97610","東海リース | TOKAI LEASE | トウカイリース"
"85940","中道リース | Nakamichi Leasing | ナカミチリース"
"97420","アイネス | INES | アイネス"
"97440","メイテックグループホールディングス | MEITEC Group Holdings | メイテックグループホールディングス"
"85950","ジャフコ　グループ | JAFCO Group | ジャフコ　グループ"
"97460","ＴＫＣ | TKC | テイケイシイ"
"97490","富士ソフト | FUJI SOFT INCORPORATED | フジソフトカブシキガシヤ"
"97530","アイエックス・ナレッジ | IX Knowledge Incorporated | アイエックスナレッジ"
"97550","応用地質 | OYO | オウヨウチシツ"
"97570","船井総研ホールディングス | Funai Soken Holdings Incorporated | フナイソウケンホールディングス"
"85960","九州リースサービス | KYUSHU LEASING SERVICE | キュウシュウリースサービス"
"97590","ＮＳＤ | NSD | エヌエスディ"
"97600","進学会ホールディングス | SHINGAKUKAI HOLDINGS | シンガクカイホールディングス"
"97330","ナガセ | Nagase Brothers | ナガセ"
"97290","トーカイ | TOKAI Corp. | トーカイ"
"97190","ＳＣＳＫ | SCSK | エスシーエスケイ"
"97170","ジャステック | JASTEC | ジャステック"
"97160","乃村工藝社 | NOMURA | ノムラコウゲイシャ"
"97150","トランス・コスモス | transcosmos | トランスコスモス"
"97090","ＮＣＳ＆Ａ | NCS&A | エヌシーエスアンドエー"
"97020","アイ・エス・ビー | ISB | アイエスビー"
"96990","ニシオホールディングス | NISHIO HOLDINGS | ニシオホールディングス"
"96980","クレオ | creo | クレオ"
"96960","ウィザス | With us | ウィザス"
"96920","シーイーシー | COMPUTER ENGINEERING & CONSULTING LTD. | シーイーシー"
"96910","両毛システムズ | RYOMO SYSTEMS | リョウモウシステムズ"
"96870","ＫＳＫ | KSK | ケイエスケイ"
"96860","東洋テック | toyo tec co ., ltd | トウヨウテックカブシキカイシャ"
"96850","ＫＹＣＯＭホールディングス | KYCOM  HOLDINGS | カイコム　ホールディングス"
"96840","スクウェア・エニックス・ホールディングス | SQUARE ENIX HOLDINGS | スクウェアエニックスホールディングス"
"96820","ＤＴＳ | DTS | ディティエス"
"96780","カナモト | Kanamoto | カナモト"
"96630","ナガワ | NAGAWA Co .,Ltd. | ナガワ"
"96580","ビジネスブレイン太田昭和 | BUSINESS BRAIN SHOWAOTA | ビジネスブレインオオタショウワ"
"96510","日本プロセス | Japan Process Development | ニホンプロセス"
"97870","イオンディライト | AEON DELIGHT | イオンディライト"
"99280","ミロク情報サービス | MIROKU JYOHO SERVICE CO.,LTD | ミロクジョウホウサービス"
"61970","ソラスト | Solasto | ソラスト"
"96470","協和コンサルタンツ | KYOWA ENGINEERING CONSULTANTS | キョウワコンサルタンツ"
"96440","タナベコンサルティンググループ | TANABE CONSULTING GROUP | カブシキカイシャタナベコンサルティンググループ"
"96400","セゾンテクノロジー | SAISON TECHNOLOGY CO,.LTD. | セゾンテクノロジー"
"96390","三協フロンテア | SANKYO FRONTIER | サンキョウフロンテア"
"96290","ピー・シー・エー | PCA | ピーシーエー"
"96280","燦ホールディングス | SAN HOLDINGS, | サンホールディングス"
"96270","アインホールディングス | AIN HOLDINGS | アインホールディングス"
"96250","セレスポ | CERESPO | セレスポ"
"96220","スペース | SPACE | スペース"
"96210","建設技術研究所 | CTI Engineering | カブシキカイシャケンセツギジュツケンキュウショ"
"96190","イチネンホールディングス | ICHINEN HOLDINGS | イチネンホールディングス"
"96160","共立メンテナンス | KYORITSU MAINTENANCE | キョウリツメンテナンス"
"96130","ＮＴＴデータグループ | NTT DATA  GROUP | エヌティティデータグループ"
"85700","イオンフィナンシャルサービス | AEON Financial Service | イオンフィナンシャルサービスカブシキカイシャ"
"96120","ラックランド | LUCKLAND | ラックランド"
"96100","ウィルソン・ラーニング　ワールドワイド | WILSON LEARNING WORLDWIDE | ウィルソン　ラーニング　ワールドワイド"
"96000","アイネット | I-NET CORP. | アイネット"
"97990","旭情報サービス | ASAHI INTELLIGENCE SERVICE | アサヒジョウホウサービス"
"97950","ステップ | STEP | ステップ"
"46650","ダスキン | DUSKIN | ダスキン"
"97930","ダイセキ | Daiseki | ダイセキ"
"97910","ビケンテクノ | BIKEN TECHNO | ビケンテクノ"
"97900","福井コンピュータホールディングス | Fukui Computer Holdings, | フクイコンピュータホールディングス"
"97880","ナック | NAC CO .,LTD. | ナック"
